device_id,recorded_at,value
MD-V6-0000547,2025-12-26 02:01:10.090671+00,26.341
MD-V6-0000547,2025-12-26 02:01:10.223774+00,26.36
MD-V6-0000547,2025-12-26 02:01:10.357877+00,26.404
MD-V6-0000547,2025-12-26 02:01:10.49098+00,26.352
MD-V6-0000547,2025-12-26 02:01:10.624083+00,26.294
MD-V6-0000547,2025-12-26 02:01:10.757186+00,26.305
MD-V6-0000547,2025-12-26 02:01:10.891289+00,26.345
MD-V6-0000547,2025-12-26 02:01:11.024392+00,26.291
MD-V6-0000547,2025-12-26 02:01:11.157495+00,26.303
MD-V6-0000547,2025-12-26 02:01:11.291599+00,26.308
MD-V6-0000547,2025-12-26 02:01:11.424701+00,26.311
MD-V6-0000547,2025-12-26 02:01:11.557804+00,26.418
MD-V6-0000547,2025-12-26 02:01:11.691908+00,26.358
MD-V6-0000547,2025-12-26 02:01:11.825011+00,26.261
MD-V6-0000547,2025-12-26 02:01:11.958113+00,26.361
MD-V6-0000547,2025-12-26 02:01:12.092217+00,26.405
MD-V6-0000547,2025-12-26 02:01:12.22532+00,26.388
MD-V6-0000547,2025-12-26 02:01:12.358423+00,26.381
MD-V6-0000547,2025-12-26 02:01:12.492526+00,26.342
MD-V6-0000547,2025-12-26 02:01:12.625629+00,26.325
MD-V6-0000547,2025-12-26 02:01:12.758732+00,26.389
MD-V6-0000547,2025-12-26 02:01:12.892835+00,26.346
MD-V6-0000547,2025-12-26 02:01:13.025938+00,26.398
MD-V6-0000547,2025-12-26 02:01:13.159041+00,26.42
MD-V6-0000547,2025-12-26 02:01:13.293144+00,26.288
MD-V6-0000547,2025-12-26 02:01:13.426247+00,26.337
MD-V6-0000547,2025-12-26 02:01:13.55935+00,26.394
MD-V6-0000547,2025-12-26 02:01:13.693454+00,26.49
MD-V6-0000547,2025-12-26 02:01:13.826556+00,26.354
MD-V6-0000547,2025-12-26 02:01:13.959659+00,26.401
MD-V6-0000547,2025-12-26 02:01:14.092762+00,26.457
