device_id,recorded_at,value
MD-V6-0000547,2025-12-27 19:33:41.337956+00,0.066667
MD-V6-0000547,2025-12-27 19:33:41.672162+00,0.066667
MD-V6-0000547,2025-12-27 19:33:44.406845+00,0.066667
MD-V6-0000547,2025-12-27 19:33:44.74005+00,0.533333
MD-V6-0000547,2025-12-27 19:33:45.540543+00,0.2
MD-V6-0000547,2025-12-27 19:33:46.273994+00,0.066667
MD-V6-0000547,2025-12-27 19:33:46.741282+00,0.333333
MD-V6-0000547,2025-12-27 19:33:47.341651+00,1.533333
MD-V6-0000547,2025-12-27 19:33:51.284078+00,1.066667
MD-V6-0000547,2025-12-27 19:33:54.752213+00,0.2
MD-V6-0000547,2025-12-27 19:33:55.352582+00,0.266667
MD-V6-0000547,2025-12-27 19:33:57.092654+00,0.333333
MD-V6-0000547,2025-12-27 19:33:57.693023+00,1.933333
MD-V6-0000547,2025-12-27 19:34:01.628446+00,1.4
MD-V6-0000547,2025-12-27 19:34:06.765608+00,1.466667
MD-V6-0000547,2025-12-27 19:34:12.501138+00,1.333333
MD-V6-0000547,2025-12-27 19:34:14.902617+00,1.333333
MD-V6-0000547,2025-12-27 19:34:19.837655+00,1.333333
MD-V6-0000547,2025-12-27 19:34:25.307021+00,1.733333
MD-V6-0000547,2025-12-27 19:34:30.377142+00,1.133333
MD-V6-0000547,2025-12-27 19:34:35.113057+00,0.666667
MD-V6-0000547,2025-12-27 19:34:35.912549+00,0.133333
MD-V6-0000547,2025-12-27 19:34:36.180715+00,0.066667
MD-V6-0000547,2025-12-27 19:34:37.18133+00,1.8
MD-V6-0000547,2025-12-27 19:34:40.715506+00,1.066667
MD-V6-0000547,2025-12-27 19:34:42.84982+00,0.066667
MD-V6-0000547,2025-12-27 19:34:45.118216+00,1.266667
MD-V6-0000547,2025-12-27 19:34:47.185489+00,0.2
MD-V6-0000547,2025-12-27 19:34:50.187336+00,0.733333
MD-V6-0000547,2025-12-27 19:34:51.05387+00,0.066667
MD-V6-0000547,2025-12-27 19:34:51.253993+00,0.066667
MD-V6-0000547,2025-12-27 19:34:54.996297+00,0.333333
MD-V6-0000547,2025-12-27 19:34:57.610906+00,0.466667
MD-V6-0000547,2025-12-27 19:35:01.286168+00,0.133333
MD-V6-0000547,2025-12-27 19:35:01.952579+00,0.133333
MD-V6-0000547,2025-12-27 19:35:04.821344+00,0.333333
MD-V6-0000547,2025-12-27 19:35:09.504227+00,0.133333
MD-V6-0000547,2025-12-27 19:35:09.904474+00,0.266667
MD-V6-0000547,2025-12-27 19:35:17.721285+00,0.2
MD-V6-0000547,2025-12-27 19:35:18.188573+00,0.2
MD-V6-0000547,2025-12-27 19:35:23.530861+00,0.133333
MD-V6-0000547,2025-12-27 19:35:29.400474+00,0.066667
MD-V6-0000547,2025-12-27 19:35:30.000844+00,0.6
MD-V6-0000547,2025-12-27 19:35:31.867993+00,0.133333
MD-V6-0000547,2025-12-27 19:35:42.827739+00,0.066667
MD-V6-0000547,2025-12-27 19:35:43.027863+00,0.066667
MD-V6-0000547,2025-12-27 19:35:43.49515+00,0.066667
MD-V6-0000547,2025-12-27 19:35:43.896397+00,0.066667
MD-V6-0000547,2025-12-27 19:35:45.835591+00,0.133333
MD-V6-0000547,2025-12-27 19:35:50.038178+00,0.133333
MD-V6-0000547,2025-12-27 19:35:51.037793+00,0.266667
MD-V6-0000547,2025-12-27 19:35:52.906944+00,0.2
MD-V6-0000547,2025-12-27 19:35:55.041258+00,0.266667
MD-V6-0000547,2025-12-27 19:35:59.375926+00,0.2
MD-V6-0000547,2025-12-27 19:36:00.776788+00,0.2
MD-V6-0000547,2025-12-27 19:36:03.44443+00,0.066667
MD-V6-0000547,2025-12-27 19:36:04.712211+00,0.066667
MD-V6-0000547,2025-12-27 19:36:04.912334+00,0.133333
MD-V6-0000547,2025-12-27 19:36:06.379237+00,0.4
MD-V6-0000547,2025-12-27 19:36:07.312812+00,0.266667
MD-V6-0000547,2025-12-27 19:36:11.316276+00,0.066667
MD-V6-0000547,2025-12-27 19:36:11.516399+00,0.066667
MD-V6-0000547,2025-12-27 19:36:11.716522+00,0.133333
MD-V6-0000547,2025-12-27 19:36:14.723373+00,0.2
MD-V6-0000547,2025-12-27 19:36:18.993001+00,0.066667
MD-V6-0000547,2025-12-27 19:36:19.193125+00,0.2
MD-V6-0000547,2025-12-27 19:36:20.466909+00,0.2
MD-V6-0000547,2025-12-27 19:36:20.801114+00,0.133333
MD-V6-0000547,2025-12-27 19:36:27.270096+00,0.066667
MD-V6-0000547,2025-12-27 19:36:28.204672+00,0.066667
MD-V6-0000547,2025-12-27 19:36:29.604533+00,0.133333
MD-V6-0000547,2025-12-27 19:36:30.405026+00,0.133333
MD-V6-0000547,2025-12-27 19:36:31.540725+00,0.2
MD-V6-0000547,2025-12-27 19:36:32.673422+00,0.133333
MD-V6-0000547,2025-12-27 19:36:36.542804+00,0.2
MD-V6-0000547,2025-12-27 19:36:40.817436+00,0.066667
MD-V6-0000547,2025-12-27 19:36:47.887788+00,0.2
MD-V6-0000547,2025-12-27 19:36:52.896871+00,0.133333
MD-V6-0000547,2025-12-27 19:36:55.10423+00,0.066667
MD-V6-0000547,2025-12-27 19:38:11.097008+00,0.066667
MD-V6-0000547,2025-12-27 19:38:11.297131+00,0.066667
MD-V6-0000547,2025-12-27 19:38:11.497254+00,0.2
MD-V6-0000547,2025-12-27 19:38:13.498486+00,0.2
MD-V6-0000547,2025-12-27 19:38:16.966621+00,0.066667
MD-V6-0000547,2025-12-27 19:38:23.390575+00,0.066667
MD-V6-0000547,2025-12-27 19:38:25.59093+00,0.133333
MD-V6-0000547,2025-12-27 19:38:27.45908+00,0.2
MD-V6-0000547,2025-12-27 19:38:30.127722+00,0.066667
MD-V6-0000547,2025-12-27 19:38:32.262036+00,0.2
MD-V6-0000547,2025-12-27 19:38:34.129185+00,0.2
MD-V6-0000547,2025-12-27 19:38:42.820535+00,0.066667
MD-V6-0000547,2025-12-27 19:38:43.020658+00,0.066667
MD-V6-0000547,2025-12-27 19:38:43.220782+00,0.066667
MD-V6-0000547,2025-12-27 19:38:45.228017+00,0.066667
MD-V6-0000547,2025-12-27 19:38:46.495798+00,0.2
MD-V6-0000547,2025-12-27 19:39:02.723787+00,0.133333
MD-V6-0000547,2025-12-27 19:39:04.19069+00,0.066667
MD-V6-0000547,2025-12-27 19:39:05.598557+00,0.133333
MD-V6-0000547,2025-12-27 19:39:08.540367+00,0.066667
MD-V6-0000547,2025-12-27 19:39:09.074696+00,0.133333
MD-V6-0000547,2025-12-27 19:39:16.144048+00,0.333333
MD-V6-0000547,2025-12-27 19:39:16.877499+00,0.133333
MD-V6-0000547,2025-12-27 19:39:26.696543+00,0.133333
